"CUST_ID","BALANCE","BALANCE_FREQUENCY","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PURCHASES_TRX","CREDIT_LIMIT","PAYMENTS","MINIMUM_PAYMENTS","PRC_FULL_PAYMENT","TENURE","Card_use_type","Months_used_for_Purchase","Monthly_Avg_Purchase","Months_used_for_cash_adv","Monthly_Avg_Cash_Adv_Amt","N.o_of_purchase_trans","N.o_of_cash_adv_trans","Limit_Usage","Payment_Ratio","kmeans_model.cluster"
"C17563",443.558578,1,26.09,26.09,0,646.932676,0.083333,0.083333,0,0.5,16,4,1200,1218.866837,200.752923,0.083333,12,"One-Off",1,26.09,6,107.822112666667,7,40,0.369632148333333,6.07147741006989,"2"
"C17565",17.905235,0.363636,159,0,159,0,0.166667,0,0.083333,0,0,2,4000,134.532028,61.971748,0.166667,12,"Installment",2,79.5,0,0,80,0,0.00447630875,2.17086063152519,"1"
"C17566",1514.885982,0.909091,928.06,834.3,93.76,0,0.909091,0.727273,0.818182,0,0,31,4500,2797.8913,469.817435,0,11,"Both Purchases",10,92.806,0,0,30,0,0.336641329333333,5.95527345637992,"3"
"C17567",63.292505,1,545.38,0,545.38,0,0.916667,0,0.833333,0,0,11,4000,520.936337,156.600058,0.166667,12,"Installment",11,49.58,0,0,50,0,0.01582312625,3.32653987267361,"3"
"C17568",4135.663046,1,0,0,0,3168.34945,0,0,0,0.5,22,0,4500,1360.105727,1434.932593,0,12,"Cash Advance",0,0,6,528.058241666667,0,144,0.919036232444444,0.947853392999067,"2"
"C17569",129.881716,0.909091,672,0,672,0,0.666667,0,0.666667,0,0,8,1500,775.413322,161.436088,0,12,"Installment",8,84,0,0,84,0,0.0865878106666667,4.80322170591745,"3"
"C17570",228.107524,1,510.32,216.9,293.42,0,1,0.333333,1,0,0,23,5000,552.200643,182.025154,0,12,"Both Purchases",12,42.5266666666667,0,0,22,0,0.0456215048,3.03365018990727,"3"
"C17571",277.308988,1,1588.34,500,1088.34,0,0.916667,0.083333,0.916667,0,0,18,2500,1316.907062,217.35947,0.083333,12,"Both Purchases",11,144.394545454545,0,0,88,0,0.1109235952,6.05865970320962,"3"
"C17572",20.920544,0.727273,392.96,0,392.96,0,0.666667,0,0.583333,0,0,8,4000,324.004832,108.557891,0.5,12,"Installment",8,49.12,0,0,49,0,0.005230136,2.98462717924393,"3"
"C17573",1462.74666,1,2400.37,2113.74,286.63,0,1,0.666667,1,0,0,34,1700,2893.730422,757.436645,0,12,"Both Purchases",12,200.030833333333,0,0,71,0,0.860439211764706,3.82042569646205,"2"
"C17574",328.436912,0.727273,2738.82,2408.82,330,0,0.583333,0.333333,0.333333,0,0,31,1000,2339.534377,364.97283,0.5,12,"Both Purchases",7,391.26,0,0,88,0,0.328436912,6.41016038645945,"3"
"C17575",11.772828,0.272727,101,101,0,0,0.166667,0.166667,0,0,0,2,1200,164.865563,168.403178,0,12,"One-Off",2,50.5,0,0,50,0,0.00981069,0.97899318147072,"1"
"C17577",1223.783946,1,135.24,0,135.24,0,1,0,1,0,0,12,1200,328.934771,678.336519,0,12,"Installment",12,11.27,0,0,11,0,1.019819955,0.484913847016395,"2"
"C17578",659.121167,1,458.5,0,458.5,0,0.916667,0,0.916667,0,0,11,1500,65.156724,2883.926424,0,12,"Installment",11,41.6818181818182,0,0,42,0,0.439414111333333,0.0225930604393255,"3"
"C17580",384.803407,1,549,291,258,0,0.5,0.083333,0.416667,0,0,9,1000,569.597465,610.732047,0,12,"Both Purchases",6,91.5,0,0,61,0,0.384803407,0.93264708770064,"3"
"C17581",141.656741,0.181818,1109.83,1109.83,0,379.155222,0.166667,0.166667,0,0.083333,1,3,1200,0,110.252847149359,0,12,"One-Off",2,554.915,1,379.155222,370,379,0.118047284166667,0,"1"
"C17582",18.120946,0.5,57,57,0,0,0.166667,0.166667,0,0,0,1,1500,118.438703,54.138711,0,6,"One-Off",1,57,0,0,57,0,0.0120806306666667,2.18768974754497,"1"
"C17583",1150.04204,1,1283.45,318.67,964.78,47.044876,1,0.25,0.916667,0.083333,1,27,3500,2430.864396,419.675603,0,12,"All Three",12,106.954166666667,1,47.044876,48,47,0.32858344,5.79224615065365,"3"
"C17584",158.512412,0.454545,713.64,713.64,0,0,0.083333,0.083333,0,0,0,2,3000,1121.322787,96.145734,0,12,"One-Off",1,713.64,0,0,357,0,0.0528374706666667,11.6627409282663,"1"
"C17586",61.653547,0.454545,1194.22,0,1194.22,0,0.666667,0,0.666667,0,0,20,3777.777778,1775.371596,101.147508,0,12,"Installment",8,149.2775,0,0,60,0,0.0163200565578635,17.5523018916096,"1"
"C17587",1669.488962,1,0,0,0,254.011804,0,0,0,0.166667,4,0,1800,571.589438,494.062935,0,12,"Cash Advance",0,0,2,127.005902,0,64,0.927493867777778,1.15691624995103,"2"
"C17588",23.587067,1,837.48,0,837.48,0,1,0,1,0,0,12,3500,775.895535,3.300026,0.166667,12,"Installment",12,69.79,0,0,70,0,0.006739162,235.118006646008,"3"
"C17589",61.253237,1,377.86,78,299.86,0,1,0.166667,1,0,0,24,2700,347.206621,177.060952,0.083333,12,"Both Purchases",12,31.4883333333333,0,0,16,0,0.0226863840740741,1.96094405388716,"3"
"C17590",622.55987,1,343.46,221.84,121.62,1898.121821,0.333333,0.333333,0.166667,0.583333,11,13,1500,964.143984,554.592269,0.083333,12,"All Three",4,85.865,7,271.160260142857,26,173,0.415039913333333,1.73847353793531,"2"
"C17591",677.077167,1,119.19,0,119.19,181.735735,0.416667,0,0.416667,0.083333,1,5,700,504.762147,641.307637,0,12,"Installment",5,23.838,1,181.735735,24,182,0.967253095714286,0.787082700841125,"2"
"C17593",2.910578,0.727273,56.94,0,56.94,0,0.25,0,0.25,0,0,3,3000,129.412694,42.033228,0.272727,12,"Installment",3,18.98,0,0,19,0,0.000970192666666667,3.07881883351904,"1"
"C17594",807.555134,0.818182,242.06,0,242.06,0,0.5,0,0.5,0,0,6,1000,1610.237285,504.351185,0,12,"Installment",6,40.3433333333333,0,0,40,0,0.807555134,3.19269059514552,"2"
"C17595",1099.649455,1,0,0,0,72.841356,0,0,0,0.166667,2,0,1200,322.777824,309.246328,0,12,"Cash Advance",0,0,2,36.420678,0,36,0.916374545833333,1.04375636757763,"2"
"C17596",2369.073061,1,0,0,0,1235.769004,0,0,0,0.2,2,0,3500,3428.646118,403.8183,0,10,"Cash Advance",0,0,2,617.884502,0,618,0.676878017428571,8.49056647011787,"2"
"C17597",1.941328,0.181818,15.3,0,15.3,0,0.083333,0,0.083333,0,0,1,5000,190.254352,117.892476,0,12,"Installment",1,15.3,0,0,15,0,0.0003882656,1.61379554026841,"1"
"C17598",2365.48995,1,0,0,0,1294.098177,0,0,0,0.666667,17,0,2500,816.5164,994.027775,0,12,"Cash Advance",0,0,8,161.762272125,0,76,0.94619598,0.821422117706922,"2"
"C17599",1128.878514,1,129.86,129.86,0,372.192943,0.083333,0.083333,0,0.083333,1,1,4200,767.993781,293.201194,0,12,"One-Off",1,129.86,1,372.192943,130,372,0.268780598571429,2.61934056448624,"2"
"C17600",806.446131,1,0,0,0,916.64405,0,0,0,0.083333,1,0,3000,504.66084,258.248739,0,12,"Cash Advance",0,0,1,916.64405,0,917,0.268815377,1.95416574715588,"2"
"C17601",25.921726,0.545455,268.92,0,268.92,0,0.5,0,0.416667,0,0,6,1500,458.387948,146.450708,1,12,"Installment",6,44.82,0,0,45,0,0.0172811506666667,3.12998109916956,"1"
"C17602",531.075085,0.818182,485.73,152.4,333.33,474.10077,0.25,0.083333,0.166667,0.083333,1,3,2500,1657.453579,146.965562,0.1,12,"All Three",3,161.91,1,474.10077,162,474,0.212430034,11.2778364975054,"3"
"C17603",1578.053342,1,177.21,0,177.21,0,0.416667,0,0.416667,0,0,5,1400,0,4173.91783238114,0,12,"Installment",5,35.442,0,0,35,0,1.12718095857143,0,"2"
"C17604",1371.187284,1,208.76,149,59.76,73.235325,0.25,0.166667,0.166667,0.083333,2,5,1500,447.764231,1969.536576,0,12,"All Three",3,69.5866666666667,1,73.235325,42,37,0.914124856,0.227344968586153,"2"
"C17605",484.108869,1,0,0,0,850.784054,0,0,0,0.5,10,0,1000,590.725031,184.562158,0,12,"Cash Advance",0,0,6,141.797342333333,0,85,0.484108869,3.20068337627478,"2"
"C17606",48.573636,1,258.36,0,258.36,0,1,0,0.833333,0,0,6,1500,197.464636,81.829414,0.5,6,"Installment",6,43.06,0,0,43,0,0.032382424,2.41312538300714,"3"
"C17607",709.475496,1,0,0,0,1240.838098,0,0,0,0.25,4,0,1000,1242.9897,402.871353,0.083333,12,"Cash Advance",0,0,3,413.612699333333,0,310,0.709475496,3.08532659555965,"2"
"C17608",1768.456809,1,449.73,395.05,54.68,0,0.416667,0.333333,0.333333,0,0,10,3000,664.529374,438.283058,0,12,"Both Purchases",5,89.946,0,0,45,0,0.589485603,1.51621049883247,"2"
"C17609",475.229863,1,126.03,126.03,0,452.857459,0.090909,0.090909,0,0.181818,2,1,1200,476.74593,186.404421,0,11,"One-Off",1,126.03,2,226.4287295,126,226,0.396024885833333,2.55758917863863,"2"
"C17610",75.244732,1,623.3,384.05,239.25,0,1,0.333333,0.833333,0,0,19,4500,579.531266,162.562704,0.727273,12,"Both Purchases",12,51.9416666666667,0,0,33,0,0.0167210515555556,3.56497063434673,"3"
"C17611",18.627266,0.888889,309.26,0,309.26,0,0.888889,0,0.777778,0,0,14,1500,272.654072,122.277171,0.714286,9,"Installment",8,38.6575,0,0,22,0,0.0124181773333333,2.22980356652183,"3"
"C17612",980.922091,1,0,0,0,644.770362,0,0,0,0.333333,5,0,1200,569.660031,251.861789,0,12,"Cash Advance",0,0,4,161.1925905,0,129,0.817435075833333,2.26179617504424,"2"
"C17613",104.311214,0.818182,1270.59,1270.59,0,0,0.583333,0.583333,0,0,0,8,2000,1359.473756,147.45012,1,12,"One-Off",7,181.512857142857,0,0,159,0,0.052155607,9.21988911233168,"3"
"C17614",2383.427985,1,95.08,95.08,0,2437.054164,0.083333,0.083333,0,0.166667,4,3,2500,145.154675,16415.73279,0,12,"One-Off",1,95.08,2,1218.527082,32,609,0.953371194,0.00884241214552567,"2"
"C17615",198.951791,0.25,0,0,0,1365.18629,0,0,0,0.125,1,0,2500,0,27.0428937201814,0,8,"Cash Advance",0,0,1,1365.18629,0,1365,0.0795807164,0,"1"
"C17616",145.47022,1,95,38,57,0,0.25,0.083333,0.166667,0,0,4,1500,175.248349,162.398092,0,12,"Both Purchases",3,31.6666666666667,0,0,24,0,0.0969801466666667,1.07912812793392,"3"
"C17617",43.087983,0.571429,133,133,0,0,0.142857,0.142857,0,0,0,1,3000,189.248952,96.858626,0,7,"One-Off",1,133,0,0,133,0,0.014362661,1.95386781555212,"1"
"C17618",1273.498021,1,449.28,0,449.28,0,1,0,1,0,0,12,1200,475.727103,4224.383226,0,12,"Installment",12,37.44,0,0,37,0,1.06124835083333,0.11261457058915,"2"
"C17620",21.881528,1,89.04,89.04,0,0,0.083333,0.083333,0,0,0,1,2500,193.985335,96.885791,0,12,"One-Off",1,89.04,0,0,89,0,0.0087526112,2.00220623682579,"3"
"C17621",1223.630962,1,2065.5,628.8,1436.7,0,1,0.166667,1,0,0,46,1500,638.997243,961.531428,0,12,"Both Purchases",12,172.125,0,0,45,0,0.815753974666667,0.664561993911238,"3"
"C17622",1441.993476,0.909091,0,0,0,2464.684708,0,0,0,0.333333,5,0,3000,3206.577257,481.175275,0,12,"Cash Advance",0,0,4,616.171177,0,493,0.480664492,6.66405242247744,"2"
"C17623",1070.631288,1,651.91,651.91,0,40.07681,0.416667,0.416667,0,0.083333,1,43,1200,258.767714,3520.912186,0,12,"One-Off",5,130.382,1,40.07681,15,40,0.89219274,0.0734945094708477,"2"
"C17624",594.268871,0.909091,1036.76,966.8,69.96,0,0.583333,0.416667,0.25,0,0,17,2500,198.237134,260.480387,0,12,"Both Purchases",7,148.108571428571,0,0,61,0,0.2377075484,0.76104437759454,"3"
"C17625",25.715061,0.363636,449.32,449.32,0,0,0.166667,0.166667,0,0,0,4,5000,1086.379588,131.749774,1,12,"One-Off",2,224.66,0,0,112,0,0.0051430122,8.24577951837701,"1"
"C17626",1439.410201,1,184.7,184.7,0,0,0.166667,0.166667,0,0,0,2,1500,299.988581,4792.61355,0,12,"One-Off",2,92.35,0,0,92,0,0.959606800666667,0.0625939433401635,"2"
"C17628",543.815182,1,0,0,0,45.475577,0,0,0,0.083333,1,0,3000,593.946163,261.125552,0,12,"Cash Advance",0,0,1,45.475577,0,45,0.181271727333333,2.27456163692475,"2"
"C17632",39.251217,1,1066.62,339.1,727.52,204.615371,0.833333,0.833333,0.916667,0.083333,1,49,3500,1340.881787,102.273663,0.5,12,"All Three",10,106.662,1,204.615371,22,205,0.0112146334285714,13.1107241851697,"3"
"C17633",2.02217,0.181818,0,0,0,438.924394,0,0,0,0.090909,1,0,1200,1767.395484,87.32882,0,11,"Cash Advance",0,0,1,438.924394,0,439,0.00168514166666667,20.2383987783185,"1"
"C17634",38.068219,0.727273,799.92,0,799.92,0,1,0,1,0,0,12,2500,553.927866,85.990408,0.333333,12,"Installment",12,66.66,0,0,67,0,0.0152272876,6.44174017641595,"3"
"C17635",578.795795,0.545455,994.12,105,889.12,2578.563752,0.833333,0.166667,0.833333,0.75,31,12,2500,2369.347633,114.089533,0,12,"All Three",10,99.412,9,286.507083555556,83,83,0.231518318,20.7674408922333,"2"
"C17637",743.52828,1,158.95,158.95,0,0,0.375,0.375,0,0,0,3,800,250.349363,185.179066,0,8,"One-Off",3,52.9833333333333,0,0,53,0,0.92941035,1.35193123287489,"2"
"C17638",0,0,180.66,54,126.66,0,0.583333,0.083333,0.5,0,0,7,2700,221.27715,22.5571078100019,0,12,"Both Purchases",7,25.8085714285714,0,0,26,0,0,9.80964190373222,"1"
"C17639",41.789262,1,821.51,501.95,319.56,109.91813,0.833333,0.083333,0.833333,0.083333,1,11,4000,969.030384,132.158949,0.3,12,"All Three",10,82.151,1,109.91813,75,110,0.0104473155,7.33231000497742,"3"
"C17640",987.110602,1,0,0,0,1139.392895,0,0,0,0.142857,2,0,1200,139.607827,232.004681,0,7,"Cash Advance",0,0,1,1139.392895,0,570,0.822592168333333,0.601745733742329,"2"
"C17641",11.981427,0.727273,187.55,0,187.55,0,0.75,0,0.75,0,0,9,1000,261.920143,160.970746,0.625,12,"Installment",9,20.8388888888889,0,0,21,0,0.011981427,1.62712883867731,"3"
"C17642",11.316443,0.181818,112.23,112.23,0,0,0.083333,0.083333,0,0,0,1,3000,636.15056,88.670668,0,12,"One-Off",1,112.23,0,0,112,0,0.00377214766666667,7.17430661512553,"1"
"C17644",523.127544,1,786.94,582.74,204.2,1088.139436,0.25,0.083333,0.083333,0.25,4,3,1000,1603.447936,223.726642,0.083333,12,"All Three",3,262.313333333333,3,362.713145333333,262,272,0.523127544,7.16699594498898,"2"
"C17645",650.485202,1,555.2,339,216.2,589.349657,0.583333,0.083333,0.416667,0.083333,1,8,1000,351.575597,610.833365,0,12,"All Three",7,79.3142857142857,1,589.349657,69,589,0.650485202,0.575567113954229,"2"
"C17646",2320.107011,0.888889,2118.42,2118.42,0,3285.570621,0.222222,0.222222,0,0.555556,14,14,5000,922.698832,1312.069434,0,9,"One-Off",2,1059.21,5,657.1141242,151,235,0.4640214022,0.703239331768474,"2"
"C17647",106.45347,0.818182,2014.84,874.84,1140,0,0.583333,0.416667,0.166667,0,0,24,3000,2139.733072,138.434369,1,12,"Both Purchases",7,287.834285714286,0,0,84,0,0.03548449,15.4566607082956,"3"
"C17648",281.112517,0.727273,0,0,0,295.616931,0,0,0,0.166667,3,0,1000,631.473289,219.966022,0,12,"Cash Advance",0,0,2,147.8084655,0,99,0.281112517,2.8707765102012,"1"
"C17649",324.055174,1,2075.13,1100,975.13,0,1,0.083333,1,0,0,48,1500,1653.941553,305.331243,0.25,12,"Both Purchases",12,172.9275,0,0,43,0,0.216036782666667,5.41687623169307,"3"
"C17650",617.999607,1,387.7,250,137.7,684.8408,0.833333,0.166667,0.75,0.083333,1,13,1200,1723.350971,332.043275,0.166667,12,"All Three",10,38.77,1,684.8408,30,685,0.5149996725,5.19013966176547,"3"
"C17651",2076.211673,1,1057,0,1057,0,0.416667,0,0.333333,0,0,8,2500,696.769705,711.321984,0,12,"Installment",5,211.4,0,0,132,0,0.8304846692,0.97954192429402,"2"
"C17652",63.078242,1,114,0,114,0,0.25,0,0.25,0,0,3,3000,184.582486,136.782541,0,12,"Installment",3,38,0,0,38,0,0.0210260806666667,1.34945940213232,"3"
"C17653",0.14446,0.1,0,0,0,97.038129,0,0,0,0.2,2,0,7000,186.434257,18.249813,0,10,"Cash Advance",0,0,2,48.5190645,0,49,2.06371428571429e-05,10.2156804017663,"1"
"C17654",1012.841277,0.818182,0,0,0,790.832609,0,0,0,0.333333,11,0,1500,2531.648689,447.811073,0,12,"Cash Advance",0,0,4,197.70815225,0,72,0.675227518,5.6533856388138,"2"
"C17655",6.526735,0.181818,53.09,53.09,0,0,0.083333,0.083333,0,0,0,1,1000,309.515966,86.885269,0,12,"One-Off",1,53.09,0,0,53,0,0.006526735,3.56235262389531,"1"
"C17656",83.258534,1,41.4,11.9,29.5,0,0.25,0.083333,0.166667,0,0,3,2700,157.225241,163.317598,0,12,"Both Purchases",3,13.8,0,0,14,0,0.0308364940740741,0.962696261305533,"3"
"C17657",852.530387,1,45.65,45.65,0,0,0.083333,0.083333,0,0,0,1,1200,387.594772,231.564246,0,12,"One-Off",1,45.65,0,0,46,0,0.710441989166667,1.67381095611798,"2"
"C17658",304.249156,0.909091,3127.98,0,3127.98,0,0.833333,0,0.833333,0,0,10,6000,3489.90364,3240.48429,0.714286,12,"Installment",10,312.798,0,0,313,0,0.0507081926666667,1.07696977602073,"3"
"C17659",16.004225,0.636364,159.44,0,159.44,0,0.583333,0,0.583333,0,0,11,2700,276.112744,141.915829,0.285714,12,"Installment",7,22.7771428571429,0,0,14,0,0.00592749074074074,1.94560921037216,"1"
"C17660",1087.784698,1,0,0,0,1562.703953,0,0,0,0.166667,2,0,1500,3093.888643,298.011965,0.166667,12,"Cash Advance",0,0,2,781.3519765,0,781,0.725189798666667,10.3817598162544,"2"
"C17662",69.336196,0.545455,211.87,211.87,0,0,0.083333,0.083333,0,0,0,1,1400,435.005491,133.988377,0,12,"One-Off",1,211.87,0,0,212,0,0.0495258542857143,3.24659123977597,"1"
"C17663",1433.404387,1,0,0,0,1190.745349,0,0,0,0.25,4,0,2000,993.072444,388.124821,0,12,"Cash Advance",0,0,3,396.915116333333,0,298,0.7167021935,2.55864193751216,"2"
"C17664",3278.506664,0.625,472.51,216.49,256.02,6548.948805,0.5,0.125,0.375,0.25,8,9,7000,1304.846205,1296.586971,0,8,"All Three",4,118.1275,2,3274.4744025,53,819,0.468358094857143,1.00636998071454,"2"
"C17665",68.624743,1,423.23,243.23,180,0,1,0.111111,0.888889,0,0,10,1000,458.251229,107.879849,0.5,9,"Both Purchases",9,47.0255555555556,0,0,42,0,0.068624743,4.24779264383286,"3"
"C17666",1562.60448,1,880.22,816.88,63.34,0,0.416667,0.083333,0.333333,0,0,8,2500,459.441845,4257.948127,0,12,"Both Purchases",5,176.044,0,0,110,0,0.625041792,0.107902170551736,"2"
"C17668",428.598828,1,208,208,0,164.032453,0.25,0.25,0,0.333333,6,4,1200,975.191714,193.993752,0,12,"One-Off",3,69.3333333333333,4,41.00811325,52,27,0.35716569,5.0269233103961,"2"
"C17669",2071.951442,1,2090.21,0,2090.21,0,1,0,1,0,0,80,2500,1326.995454,556.63142,0,12,"Installment",12,174.184166666667,0,0,26,0,0.8287805768,2.38397511588548,"2"
"C17670",973.560975,1,0,0,0,2061.53302,0,0,0,0.818182,21,0,1700,1789.46975,533.405391,0.090909,11,"Cash Advance",0,0,9,229.059224444444,0,98,0.572682926470588,3.35480252017175,"2"
"C17671",624.633263,0.818182,0,0,0,950.85274,0,0,0,0.25,8,0,1000,330.064555,289.686899,0,12,"Cash Advance",0,0,3,316.950913333333,0,119,0.624633263,1.13938378345512,"2"
"C17672",965.88461,1,1,1,0,561.024098,0.083333,0.083333,0,0.166667,2,1,1200,751.960548,261.891219,0,12,"One-Off",1,1,2,280.512049,1,281,0.804903841666667,2.87127056367629,"2"
"C17673",82.568778,1,471.64,0,471.64,0,0.916667,0,0.916667,0,0,23,1200,554.168419,214.877676,0.333333,12,"Installment",11,42.8763636363636,0,0,21,0,0.068807315,2.57899484635156,"3"
"C17674",383.370294,1,326.74,326.74,0,0,0.25,0.25,0,0,0,3,600,525.776492,199.590057,0,12,"One-Off",3,108.913333333333,0,0,109,0,0.63895049,2.63428198730361,"2"
"C17675",793.855972,1,1478.93,1478.93,0,0,0.333333,0.333333,0,0,0,10,1200,723.959807,474.254444,0,12,"One-Off",4,369.7325,0,0,148,0,0.661546643333333,1.52652192543292,"2"
"C17676",51.199057,1,1319.04,1319.04,0,0,1,1,0,0,0,18,3500,1324.448655,126.403394,0.875,12,"One-Off",12,109.92,0,0,73,0,0.014628302,10.4779516837974,"3"
"C17677",1488.628126,1,0,0,0,2909.050462,0,0,0,0.363636,24,0,3000,1968.413322,439.164743,0.090909,11,"Cash Advance",0,0,4,727.2626155,0,121,0.496209375333333,4.48217520503462,"2"
"C17678",92.596405,1,720.11,720.11,0,0,0.583333,0.583333,0,0,0,16,1700,535.430352,193.498368,0.222222,12,"One-Off",7,102.872857142857,0,0,45,0,0.0544684735294118,2.76710526054669,"3"
"C17679",382.63138,1,0,0,0,748.78028,0,0,0,0.090909,1,0,1200,566.605747,196.904622,0,11,"Cash Advance",0,0,1,748.78028,0,749,0.318859483333333,2.87756448398657,"2"
"C17680",402.814647,1,960.09,91.8,868.29,373.408367,1,0.083333,1,0.083333,5,59,500,1127.28667,366.395498,0.083333,12,"All Three",12,80.0075,1,373.408367,16,75,0.805629294,3.07669356243018,"3"
"C17681",1271.172501,0.909091,0,0,0,1865.939841,0,0,0,0.090909,1,0,4000,2099.387435,366.383649,0,11,"Cash Advance",0,0,1,1865.939841,0,1866,0.31779312525,5.73002490894456,"2"
"C17682",124.743322,0.636364,1007.45,0,1007.45,0,0.583333,0,0.583333,0,0,14,2500,1616.540779,146.493501,1,12,"Installment",7,143.921428571429,0,0,72,0,0.0498973288,11.0348975754221,"3"
"C17683",1060.039731,1,340,49,291,0,0.5,0.083333,0.416667,0,0,7,2500,261.761454,243.685673,0,12,"Both Purchases",6,56.6666666666667,0,0,49,0,0.4240158924,1.07417662588641,"3"
"C17684",90.084324,1,1098.82,1098.82,0,181.725242,0.583333,0.583333,0,0.083333,1,13,3000,1307.140981,141.008201,0.428571,12,"One-Off",7,156.974285714286,1,181.725242,85,182,0.030028108,9.26996424129969,"3"
"C17685",85.851188,0.636364,0,0,0,499.092982,0,0,0,0.083333,1,0,600,1528.015928,146.913099,0.285714,12,"Cash Advance",0,0,1,499.092982,0,499,0.143085313333333,10.400814756484,"1"
"C17686",2115.602918,1,320,0,320,2033.14898,0.833333,0,0.75,0.5,17,10,3000,1260.004919,754.052041,0,12,"Installment",10,32,6,338.858163333333,32,120,0.705200972666667,1.67097872625478,"2"
"C17687",193.213122,1,2281.57,905.6,1375.97,0,1,0.916667,0.916667,0,0,45,3000,1782.059904,183.782329,0.909091,12,"Both Purchases",12,190.130833333333,0,0,51,0,0.064404374,9.69657917437753,"3"
"C17688",82.98006,1,906.78,0,906.78,0,1,0,1,0,0,25,3000,780.205026,152.745483,0.818182,12,"Installment",12,75.565,0,0,36,0,0.02766002,5.10787625713292,"3"
"C17689",991.773081,1,2020,2020,0,600.188405,0.25,0.25,0,0.333333,4,4,3400,1817.827772,322.297689,0,12,"One-Off",3,673.333333333333,4,150.04710125,505,150,0.291697965,5.64021348598624,"2"
"C17691",1016.496072,1,64.82,64.82,0,994.182547,0.142857,0.142857,0,0.285714,8,1,1200,74.543258,289.569906,0,7,"One-Off",1,64.82,2,497.0912735,65,124,0.84708006,0.257427503533465,"2"
"C17692",205.127197,0.571429,1222.98,1222.98,0,0,0.428571,0.428571,0,0,0,5,3000,1144.83486,121.334941,0,7,"One-Off",3,407.66,0,0,245,0,0.0683757323333333,9.43532712477274,"1"
"C17693",1450.599152,1,2763.84,1434.43,1329.41,0,1,0.714286,0.857143,0,0,98,2000,343.918862,1339.665316,0,7,"Both Purchases",7,394.834285714286,0,0,28,0,0.725299576,0.256719986620897,"3"
"C17694",1405.988009,1,1839,256,1583,1684.658063,1,0.166667,1,0.25,4,27,1800,3603.302652,1249.17396,0,12,"All Three",12,153.25,3,561.552687666667,68,421,0.781104449444444,2.88454832343767,"2"
"C17695",424.968492,1,272.28,0,272.28,0,1,0,1,0,0,24,1700,64.658608,745.781019,0,12,"Installment",12,22.69,0,0,11,0,0.249981465882353,0.0866991869633518,"3"
"C17696",74.4309,1,45.65,45.65,0,0,0.083333,0.083333,0,0,0,1,2500,0,200.819791805018,0,12,"One-Off",1,45.65,0,0,46,0,0.02977236,0,"3"
"C17697",24.818476,0.909091,390.05,44.9,345.15,0,0.833333,0.083333,0.75,0,0,11,1000,423.338628,117.838976,0.272727,12,"Both Purchases",10,39.005,0,0,35,0,0.024818476,3.59251787795576,"3"
"C17698",1109.876538,1,0,0,0,645.643747,0,0,0,0.25,7,0,1200,476.97564,305.129524,0,12,"Cash Advance",0,0,3,215.214582333333,0,92,0.924897115,1.56319071896825,"2"
"C17699",679.421923,1,298.49,298.49,0,152.65779,0.083333,0.083333,0,0.083333,1,4,1000,456.143495,216.036561,0,12,"One-Off",1,298.49,1,152.65779,75,153,0.679421923,2.1114180529841,"2"
"C17700",270.135147,0.909091,958.93,752.9,206.03,0,0.75,0.166667,0.666667,0,0,26,1900,2063.470552,216.497693,0,12,"Both Purchases",9,106.547777777778,0,0,37,0,0.142176393157895,9.53114337343077,"3"
"C17701",256.02662,0.909091,2098.56,1798.3,300.26,0,0.909091,0.909091,0.272727,0,0,22,3000,1909.534262,155.695781,0.25,11,"Both Purchases",10,209.856,0,0,95,0,0.0853422066666667,12.2645215543766,"3"
"C17702",794.661653,1,329.96,329.96,0,0,0.083333,0.083333,0,0,0,1,2000,703.606,166.000398,0,12,"One-Off",1,329.96,0,0,330,0,0.3973308265,4.23858019906675,"3"
"C17703",1644.123638,1,0,0,0,830.132133,0,0,0,0.166667,3,0,2500,333.114672,352.392567,0,12,"Cash Advance",0,0,2,415.0660665,0,277,0.6576494552,0.945294263258396,"2"
"C17704",28.80071,0.727273,173.02,0,173.02,0,0.5,0,0.5,0,0,6,1000,229.503322,133.44239,0.272727,12,"Installment",6,28.8366666666667,0,0,29,0,0.02880071,1.71986819180921,"3"
"C17705",976.390024,1,785.4,785.4,0,347.15722,0.333333,0.333333,0,0.25,3,6,3500,820.342892,251.963424,0,12,"One-Off",4,196.35,3,115.719073333333,131,116,0.278968578285714,3.2558014928389,"2"
"C17707",700.723718,1,425.18,0,425.18,0,1,0,1,0,0,29,3000,148.581846,214.200975,0,12,"Installment",12,35.4316666666667,0,0,15,0,0.233574572666667,0.693656254365789,"3"
"C17708",8.27913,0.454545,670,0,670,0,1,0,1,0,0,16,2500,703.772949,43.259694,0.090909,12,"Installment",12,55.8333333333333,0,0,42,0,0.003311652,16.2685604988329,"1"
"C17709",1373.700066,1,267.75,0,267.75,38.898599,0.75,0,0.666667,0.166667,2,9,1500,446.146419,692.725571,0,12,"Installment",9,29.75,2,19.4492995,30,19,0.915800044,0.644044969144065,"2"
